"brand","product_name_input","product_keyword1","product_keyword2","search_form_available","source_url","search_form_confirmed_url","item_rank","item_product_name","item_list_price","item_sale_price","item_url","item_image_src","item_keyword_used"
"Byredo","Blanche Hand Cream","핸드크림","Hand Cream","true","https://www.byredo.com","https://www.byredo.com/eu_en?q=%ED%95%B8%EB%93%9C%ED%81%AC%EB%A6%BC","","","","","","",""
"BALMUDA","The Pure Air Purifier","공기청정기","Air Purifier","true","https://www.balmuda.co.kr/","https://brand.naver.com/balmuda/search?q=%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0","1","[설 선물] 발뮤다 더 퓨어 공기청정기 화이트 A01B","749,000원","529,000원","https://brand.naver.com/balmuda/products/4199161684","https://shop-phinf.pstatic.net/20260106_275/1767687319669SYFwz_JPEG/91538256597919_1104713766.jpg?type=f750_750","공기청정기"
"BALMUDA","The Pure Air Purifier","공기청정기","Air Purifier","true","https://www.balmuda.co.kr/","https://brand.naver.com/balmuda/search?q=%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0","2","[설 선물] 발뮤다 공기청정기 퓨어 필터세트 A01B","129,000원","","https://brand.naver.com/balmuda/products/4785796118","https://shop-phinf.pstatic.net/20240329_249/1711690494137x4Ryp_JPEG/112826392823660439_1915301620.jpg?type=f750_750","공기청정기"
"BALMUDA","The Pure Air Purifier","공기청정기","Air Purifier","true","https://www.balmuda.co.kr/","https://brand.naver.com/balmuda/search?q=%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0","3","[설 선물] 발뮤다 에어엔진 공기청정기 헤파필터세트","129,000원","","https://brand.naver.com/balmuda/products/5367257525","https://shop-phinf.pstatic.net/20240329_45/1711690475991dvlCm_JPEG/112826374689201253_1474081919.jpg?type=f750_750","공기청정기"
"BALMUDA","The Pure Air Purifier","공기청정기","Air Purifier","true","https://www.balmuda.co.kr/","https://brand.naver.com/balmuda/search?q=%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0","4","발뮤다 더 퓨어 공기청정기 다크그레이","749,000원","","https://brand.naver.com/balmuda/products/4697339020","https://shop-phinf.pstatic.net/20191014_55/15710362656178IBjS_JPEG/8396100163834113_672400925.jpg?type=f750_750","공기청정기"
"BALMUDA","The Pure Air Purifier","공기청정기","Air Purifier","true","https://www.balmuda.co.kr/","https://brand.naver.com/balmuda/search?q=%EA%B3%B5%EA%B8%B0%EC%B2%AD%EC%A0%95%EA%B8%B0","5","BALMUDA The Pure, AirEngine [부속품] AC 어댑터","79,000원","","https://brand.naver.com/balmuda/products/11007861925","https://shop-phinf.pstatic.net/20241016_66/1729065907196vKzLM_JPEG/12698281023587945_1233512728.jpg?type=f750_750","공기청정기"
"Stadler Form","Oskar Humidifier","가습기","Humidifier","true","https://www.stadlerform.com/en","https://www.stadlerform.com/en/search?search=%EA%B0%80%EC%8A%B5%EA%B8%B0","","","","","","",""
"Fellow","Stagg EKG Kettle","전기드립포트","Electric Kettle","false","https://fellowproducts.com","","","","","","","",""
"Aarke","Carbonator 3","탄산수제조기","Carbonator","true","https://aarke.com/","https://aarke.com/search?q=%ED%83%84%EC%82%B0%EC%88%98%EC%A0%9C%EC%A1%B0%EA%B8%B0","1","Carbonator 3 Steel","210 EUR","","https://aarke.com/products/carbonator-3-steel?_pos=1&_sid=f3575af82&_ss=r","","Carbonator"
"Aarke","Carbonator 3","탄산수제조기","Carbonator","true","https://aarke.com/","https://aarke.com/search?q=%ED%83%84%EC%82%B0%EC%88%98%EC%A0%9C%EC%A1%B0%EA%B8%B0","2","Carbonator 3 Matte Black","210 EUR","","https://aarke.com/products/carbonator-3-matte-black?_pos=3&_sid=f3575af82&_ss=r","","Carbonator"
"Aarke","Carbonator 3","탄산수제조기","Carbonator","true","https://aarke.com/","https://aarke.com/search?q=%ED%83%84%EC%82%B0%EC%88%98%EC%A0%9C%EC%A1%B0%EA%B8%B0","3","Carbonator 3 Sand","210 EUR","","https://aarke.com/products/carbonator-3-sand?_pos=4&_sid=f3575af82&_ss=r","","Carbonator"
"Aarke","Carbonator 3","탄산수제조기","Carbonator","true","https://aarke.com/","https://aarke.com/search?q=%ED%83%84%EC%82%B0%EC%88%98%EC%A0%9C%EC%A1%B0%EA%B8%B0","4","Carbonator 3 Copper","210 EUR","","https://aarke.com/products/carbonator-3-copper?_pos=7&_sid=f3575af82&_ss=r","","Carbonator"
"Aarke","Carbonator 3","탄산수제조기","Carbonator","true","https://aarke.com/","https://aarke.com/search?q=%ED%83%84%EC%82%B0%EC%88%98%EC%A0%9C%EC%A1%B0%EA%B8%B0","5","Carbonator 3 Matte White","210 EUR","","https://aarke.com/products/carbonator-3-matte-white?_pos=8&_sid=f3575af82&_ss=r","","Carbonator"
"Solgar","Gentle Iron 25mg","철분","Gentle Iron","","","","","","","","","",""
"Thorne","Basic Nutrients 2/Day","종합비타민","Basic Nutrients","false","https://www.thorne.com","","","","","","","",""
"Artemide","Tolomeo Tavolo","톨로메오","Tolomeo","true","https://www.artemide.com","https://www.artemide.com/en/search?searchString=Tolomeo","","","","","","",""
"Flos","IC Lights T1","테이블램프","IC Lights","true","https://flos.com","https://flos.com/on/demandware.store/Sites-FLOS-WO-Site/en_RW/Search-Show?q=%ED%85%8C%EC%9D%B4%EB%B8%94%EB%9E%A8%ED%94%84","","","","","","",""
"Ferm Living","Rico Lounge Chair","라운지 의자","Lounge Chair","false","https://fermliving.com","","","","","","","",""
"Magis","Chair One","의자","Chair","false","https://www.magisdesign.com/","","","","","","","",""
"파크골프채","피닉스","파크골프채","P-series","false","https://phoenixparkgolf.com/","","","","","","","",""
"셀레티","dangling earrings","귀걸이","dangling earrings","true","https://www.seletti.it","https://www.seletti.it/search?q=%EA%B7%80%EA%B1%B8%EC%9D%B4","1","SINK PLUNGER dangling earrings - Toiletpaper Jewels","€35,00 EUR","€35,00 EUR","https://www.seletti.it/products/sink-plunger-dangling-earrings-toiletpaper-jewels?_pos=1&_sid=88b6e8359&_ss=r","","dangling earrings"
"셀레티","dangling earrings","귀걸이","dangling earrings","true","https://www.seletti.it","https://www.seletti.it/search?q=%EA%B7%80%EA%B1%B8%EC%9D%B4","2","SHIT dangling earrings - Toiletpaper Jewels","€35,00 EUR","€35,00 EUR","https://www.seletti.it/products/shit-dangling-earrings-toiletpaper-jewels?_pos=12&_sid=88b6e8359&_ss=r","","dangling earrings"
"셀레티","dangling earrings","귀걸이","dangling earrings","true","https://www.seletti.it","https://www.seletti.it/search?q=%EA%B7%80%EA%B1%B8%EC%9D%B4","3","Memorabilia Mvsevm Ear","€75,00 EUR","€75,00 EUR","https://www.seletti.it/products/memorabilia-mvsevm-ear?_pos=11&_sid=88b6e8359&_ss=r","","dangling earrings"
"셀레티","dangling earrings","귀걸이","dangling earrings","true","https://www.seletti.it","https://www.seletti.it/search?q=%EA%B7%80%EA%B1%B8%EC%9D%B4","4","SHIT stud earrings - Toiletpaper Jewels","€32,00 EUR","€32,00 EUR","https://www.seletti.it/products/shit-stud-earrings-toiletpaper-jewels?_pos=4&_sid=88b6e8359&_ss=r","","dangling earrings"
"보타니스트","보태니컬 샴푸","샴푸","Botanical","true","https://botanist.co.kr/","https://botanist.co.kr/product/search.html?keyword=%EC%83%B4%ED%91%B8","1","보타니스트 보태니컬 샴푸 스무스 대용량 리필 1200ml","80,000원","65,000원","https://botanist.co.kr/product/%EB%B3%B4%ED%83%80%EB%8B%88%EC%8A%A4%ED%8A%B8-%EB%B3%B4%ED%83%9C%EB%8B%88%EC%BB%AC-%EC%83%B4%ED%91%B8-%EC%8A%A4%EB%AC%B4%EC%8A%A4-%EB%8C%80%EC%9A%A9%EB%9F%89-%EB%A6%AC%ED%95%84-1200ml/51/category/49/display/1/","https://ecimg.cafe24img.com/pg1960b55184113078/ibrbotanist/web/product/medium/20251113/fe01dd71ee6aa788d65b896b8aa18f16.jpg","샴푸"
"보타니스트","보태니컬 샴푸","샴푸","Botanical","true","https://botanist.co.kr/","https://botanist.co.kr/product/search.html?keyword=%EC%83%B4%ED%91%B8","2","보타니스트 보태니컬 샴푸 모이스트 대용량 리필 1200ml","80,000원","65,000원","https://botanist.co.kr/product/%EB%B3%B4%ED%83%80%EB%8B%88%EC%8A%A4%ED%8A%B8-%EB%B3%B4%ED%83%9C%EB%8B%88%EC%BB%AC-%EC%83%B4%ED%91%B8-%EB%AA%A8%EC%9D%B4%EC%8A%A4%ED%8A%B8-%EB%8C%80%EC%9A%A9%EB%9F%89-%EB%A6%AC%ED%95%84-1200ml/50/category/49/display/1/","https://ecimg.cafe24img.com/pg1960b55184113078/ibrbotanist/web/product/medium/20251113/b93b829b8e50314f93995748dcbc0c15.jpg","샴푸"
